time,ahu_reaPFanRet_y,ahu_reaPFanSup_y,reaPEle_y,reaPFan_y,reaPPum_y
691200,0.0,0.0,217.7463904522543,0.0,217.7463904522543
691230,0.0,0.0,217.74761406815514,0.0,217.74761406815514
691260,0.0,0.0,217.7472434868819,0.0,217.7472434868819
691290,0.0,0.0,217.74527997114103,0.0,217.74527997114103
691320,0.0,0.0,217.74167478218007,0.0,217.74167478218007
691350,0.0,0.0,217.73643593146917,0.0,217.73643593146917
691380,0.0,0.0,217.7296610678576,0.0,217.7296610678576
691410,0.0,0.0,217.72148532585692,0.0,217.72148532585692
691440,0.0,0.0,217.7120691778048,0.0,217.7120691778048
691470,0.0,0.0,217.70159075523281,0.0,217.70159075523281
691500,0.0,0.0,217.6902414450335,0.0,217.6902414450335
691530,0.0,0.0,217.6782224570604,0.0,217.6782224570604
691560,0.0,0.0,217.66574176861107,0.0,217.66574176861107
691590,0.0,0.0,217.65301120103814,0.0,217.65301120103814
691620,0.0,0.0,217.64024356292367,0.0,217.64024356292367
