time,oveTSet_u,reaTZon_y
1970-01-24 10:14:00,288.15,293.1206765288906
1970-01-24 10:14:30,288.15,293.11810075644973
1970-01-24 10:15:00,288.15,293.1155306532937
1970-01-24 10:15:30,288.15,293.112966305442
1970-01-24 10:16:00,288.15,293.11040777684343
1970-01-24 10:16:30,288.15,293.107855112723
1970-01-24 10:17:00,288.15,293.10530834298993
1970-01-24 10:17:30,288.15,293.1027674845645
1970-01-24 10:18:00,288.15,293.100232542599
1970-01-24 10:18:30,288.15,293.09770351039435
1970-01-24 10:19:00,288.15,293.0951803663306
1970-01-24 10:19:30,288.15,293.092663060233
1970-01-24 10:20:00,288.15,293.0901516110824
1970-01-24 10:20:30,288.15,293.08764605106484
1970-01-24 10:21:00,288.15,293.0851464006762
1970-01-24 10:21:30,288.15,293.082652667717
1970-01-24 10:22:00,288.15,293.0801648495032
1970-01-24 10:22:30,288.15,293.07768293494973
1970-01-24 10:23:00,288.15,293.0752069061172
1970-01-24 10:23:30,288.15,293.0727367393214
1970-01-24 10:24:00,288.15,293.0702724059422
1970-01-24 10:24:30,288.15,293.0678138730329
1970-01-24 10:25:00,288.15,293.06536110379307
1970-01-24 10:25:30,288.15,293.0629140579463
1970-01-24 10:26:00,288.15,293.06047269204726
1970-01-24 10:26:30,288.15,293.0580369597379
1970-01-24 10:27:00,288.15,293.05560681196107
1970-01-24 10:27:30,288.15,293.0531821971414
1970-01-24 10:28:00,288.15,293.0507630613399
1970-01-24 10:28:30,288.15,293.04834934838556
1970-01-24 10:29:00,288.15,293.04594099998826
1970-01-24 10:29:30,288.15,293.04353795583626
1970-01-24 10:30:00,288.15,293.04114015367963
1970-01-24 10:30:30,288.15,293.03874833386385
1970-01-24 10:31:00,288.15,293.0363642168445
1970-01-24 10:31:30,288.15,293.03398969519776
1970-01-24 10:32:00,288.15,293.0316266057181
1970-01-24 10:32:30,288.15,293.0292766846939
1970-01-24 10:33:00,288.15,293.0269415762003
1970-01-24 10:33:30,288.15,293.0246228491337
1970-01-24 10:34:00,288.15,293.022322011469
1970-01-24 10:34:30,288.15,293.0200405200465
1970-01-24 10:35:00,288.15,293.0177797867494
1970-01-24 10:35:30,288.15,293.01554118221986
1970-01-24 10:36:00,288.15,293.01332603800563
1970-01-24 10:36:30,288.15,293.0111356477271
1970-01-24 10:37:00,288.15,293.0089712676363
1970-01-24 10:37:30,288.15,293.0068341167991
1970-01-24 10:38:00,288.15,293.0047253770455
1970-01-24 10:38:30,288.15,293.0026461927817
1970-01-24 10:39:00,288.15,293.0005976707296
1970-01-24 10:39:30,288.15,292.99858087963446
1970-01-24 10:40:00,288.15,292.99659684997283
1970-01-24 10:40:30,288.15,292.99464657368
1970-01-24 10:41:00,288.15,292.99273100391235
1970-01-24 10:41:30,288.15,292.9908510548523
1970-01-24 10:42:00,288.15,292.9890076015614
1970-01-24 10:42:30,288.15,292.98720147988416
1970-01-24 10:43:00,288.15,292.9854334864033
1970-01-24 10:43:30,288.15,292.98370437844443
1970-01-24 10:44:00,288.15,292.9820148741293
1970-01-24 10:44:30,288.15,292.9803656524733
1970-01-24 10:45:00,288.15,292.97875735352625
1970-01-24 10:45:30,288.15,292.97719057855045
1970-01-24 10:46:00,288.15,292.9756658902344
1970-01-24 10:46:30,288.15,292.9741838129376
1970-01-24 10:47:00,288.15,292.97274483296394
1970-01-24 10:47:30,288.15,292.9713493988588
1970-01-24 10:48:00,288.15,292.9699979217283
1970-01-24 10:48:30,288.15,292.96869075736583
1970-01-24 10:49:00,288.15,292.967427955002
1970-01-24 10:49:30,288.15,292.96620985289036
1970-01-24 10:50:00,288.15,292.9650390037385
1970-01-24 10:50:30,288.15,292.96392510316497
1970-01-24 10:51:00,288.15,292.96288321920736
1970-01-24 10:51:30,288.15,292.9619193009915
1970-01-24 10:52:00,288.15,292.9610337619521
1970-01-24 10:52:30,288.15,292.96022565034684
1970-01-24 10:53:00,288.15,292.9594926619593
1970-01-24 10:53:30,288.15,292.9588311672878
1970-01-24 10:54:00,288.15,292.9582362468263
1970-01-24 10:54:30,288.15,292.95770173332255
1970-01-24 10:55:00,288.15,292.9572207515655
1970-01-24 10:55:30,288.15,292.95679052066896
1970-01-24 10:56:00,288.15,292.9564106621372
1970-01-24 10:56:30,288.15,292.9560817739025
1970-01-24 10:57:00,288.15,292.95581185873687
1970-01-24 10:57:30,288.15,292.9555873835556
1970-01-24 10:58:00,288.15,292.9554121364099
1970-01-24 10:58:30,288.15,292.9552872993579
1970-01-24 10:59:00,288.15,292.9552131304794
1970-01-24 10:59:30,288.15,292.955189533401
1970-01-24 11:00:00,288.15,292.9552162539742
1970-01-24 11:00:30,288.15,292.95531203922957
1970-01-24 11:01:00,288.15,292.9554403483751
1970-01-24 11:01:30,288.15,292.95561720249407
1970-01-24 11:02:00,288.15,292.95584350717365
1970-01-24 11:02:30,288.15,292.956119189648
1970-01-24 11:03:00,288.15,292.9564440359753
1970-01-24 11:03:30,288.15,292.9568177558734
